ID,headline,order,recalled,accuracy,Weightvar,accuracy_bool,recalled_bool,is_fake,classifying,DP_INCOME,DP_GENAGE,DP_EDUCATION_BAN,DP_USHHI2_der,EMP01_der,USRACE4_der,USRETH3_der,HCAL_REGION1_Label_abbreviation_US,HCAL_STDREGION_US,USHHI2,resp_gender,resp_age,DWD1,DWD4,DWD5,DWD6,GRID_DWD9_1_DWD9,GRID_DWD9_2_DWD9,GRID_DWD9_3_DWD9,GRID_DWD9_4_DWD9,GRID_DWD9_5_DWD9,GRID_DWD9_6_DWD9,GRID_DWD11_1_DWD11,GRID_DWD11_2_DWD11,GRID_DWD11_3_DWD11,GRID_DWD11_4_DWD11,GRID_DWD11_5_DWD11,GRID_DWD11_6_DWD11,GRID_DWD11_7_DWD11,GRID_DWD11_8_DWD11,GRID_DWD11_9_DWD11,GRID_DWD11_10_DWD11,GRID_DWD11_11_DWD11,GRID_DWD11_12_DWD11,GRID_DWD11_13_DWD11,GRID_DWD11_14_DWD11,GRID_DWD11_15_DWD11
1141404252,K,2,yes,very accurate,0.762636662671286,True,True,False,4,3,6,4,7,4,1,2,34,5,11,2,59,2,0,4,2,1,8,7,3,1,3,3,4,4,1,2,4,4,1,4,4,4,3,3,4,3
1146983406,I,3,yes,somewhat accurate,0.579052238275037,True,True,False,4,4,4,6,8,1,1,2,5,9,17,2,25,4,3,1,0,1,1,7,1,7,2,2,2,2,1,4,2,3,2,4,4,2,2,4,4,2
1141323230,H,4,yes,not very accurate,0.963656965736794,False,True,False,3,5,4,4,9,5,1,2,39,2,19,2,20,1,0,4,1,5,7,6,3,7,1,4,1,1,4,4,4,4,4,4,4,3,3,4,4,4
1141323230,K,5,yes,somewhat accurate,0.963656965736794,True,True,False,4,5,4,4,9,5,1,2,39,2,19,2,20,1,0,4,1,5,7,6,3,7,1,4,1,1,4,4,4,4,4,4,4,3,3,4,4,4
1101430897,I,5,yes,somewhat accurate,1.05509120209333,True,True,False,4,5,5,5,10,7,1,2,5,9,23,2,47,2,0,1,0,2,8,8,2,8,4,5,5,3,3,5,5,5,4,5,5,5,5,2,5,2
C1439718751,J,2,yes,somewhat accurate,0.811150692238137,True,True,False,4,3,6,3,7,7,1,2,24,4,12,2,73,2,0,4,2,8,8,8,8,8,8,5,5,4,4,5,5,4,2,5,5,5,2,2,4,5
1073826524,K,6,yes,very accurate,0.782696236992401,True,True,False,4,2,3,3,5,8,1,2,50,3,7,1,55,3,2,4,2,2,8,8,8,8,2,5,4,4,3,4,5,5,3,5,5,4,1,3,5,1
1141751190,C,6,yes,somewhat accurate,1.40916793216201,True,True,True,1,5,1,6,9,1,1,2,10,5,19,1,29,1,0,4,1,2,2,3,1,1,1,2,2,2,1,2,3,2,2,1,2,2,2,1,3,1
1141751190,D,3,yes,somewhat accurate,1.40916793216201,True,True,True,1,5,1,6,9,1,1,2,10,5,19,1,29,1,0,4,1,2,2,3,1,1,1,2,2,2,1,2,3,2,2,1,2,2,2,1,3,1
1141751190,E,1,yes,very accurate,1.40916793216201,True,True,True,1,5,1,6,9,1,1,2,10,5,19,1,29,1,0,4,1,2,2,3,1,1,1,2,2,2,1,2,3,2,2,1,2,2,2,1,3,1
1141751190,F,5,yes,somewhat accurate,1.40916793216201,True,True,False,4,5,1,6,9,1,1,2,10,5,19,1,29,1,0,4,1,2,2,3,1,1,1,2,2,2,1,2,3,2,2,1,2,2,2,1,3,1
1141751190,K,2,yes,somewhat accurate,1.40916793216201,True,True,False,4,5,1,6,9,1,1,2,10,5,19,1,29,1,0,4,1,2,2,3,1,1,1,2,2,2,1,2,3,2,2,1,2,2,2,1,3,1
1142128740,D,6,yes,somewhat accurate,0.647538448540507,True,True,True,1,3,4,7,7,1,1,2,21,5,15,2,28,2,0,4,2,8,8,5,2,8,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3
1142128740,I,3,yes,somewhat accurate,0.647538448540507,True,True,False,4,3,4,7,7,1,1,2,21,5,15,2,28,2,0,4,2,8,8,5,2,8,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3
1142128740,K,1,yes,very accurate,0.647538448540507,True,True,False,4,3,4,7,7,1,1,2,21,5,15,2,28,2,0,4,2,8,8,5,2,8,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3
1108113847,K,4,yes,somewhat accurate,1.49881011443804,True,True,False,4,5,1,6,9,1,1,2,15,3,19,1,32,1,0,4,1,1,8,8,3,8,3,4,3,3,3,4,4,5,4,4,3,3,4,4,3,4
C1439719117,A,1,yes,very accurate,0.587763244582134,True,True,True,1,2,4,6,6,1,1,2,33,2,9,2,21,1,0,4,1,3,3,3,2,2,1,3,2,4,2,2,3,3,1,1,2,3,2,2,2,3
C1439719117,B,3,yes,somewhat accurate,0.587763244582134,True,True,True,1,2,4,6,6,1,1,2,33,2,9,2,21,1,0,4,1,3,3,3,2,2,1,3,2,4,2,2,3,3,1,1,2,3,2,2,2,3
C1439719117,I,2,yes,very accurate,0.587763244582134,True,True,False,4,2,4,6,6,1,1,2,33,2,9,2,21,1,0,4,1,3,3,3,2,2,1,3,2,4,2,2,3,3,1,1,2,3,2,2,2,3
C1439719530,G,1,yes,somewhat accurate,0.767928863081901,True,True,False,4,1,6,7,2,4,1,2,22,1,4,2,72,1,0,4,1,1,5,8,8,1,5,4,2,1,2,1,4,5,4,4,4,2,3,4,4,4
C1439719530,I,4,yes,not at all accurate,0.767928863081901,False,True,False,3,1,6,7,2,4,1,2,22,1,4,2,72,1,0,4,1,1,5,8,8,1,5,4,2,1,2,1,4,5,4,4,4,2,3,4,4,4
1141086809,J,3,yes,not at all accurate,1.50740953760354,False,True,False,3,1,4,3,1,5,3,2,36,3,1,2,20,3,1,1,0,1,1,7,1,8,1,3,2,2,2,4,3,3,2,3,2,2,3,4,4,4
1100900382,E,5,yes,not very accurate,1.23972721460262,False,True,True,2,5,2,3,9,1,1,2,14,3,20,1,49,2,0,1,0,1,8,8,8,8,3,2,3,4,2,4,4,5,2,5,5,4,3,3,3,2
1101174757,D,4,yes,not at all accurate,1.134944394369,False,True,True,2,5,6,7,10,2,1,2,22,1,21,2,60,1,0,4,1,1,8,8,8,8,5,3,2,1,3,4,5,5,2,2,4,1,3,4,3,4
1101174757,F,3,yes,somewhat accurate,1.134944394369,True,True,False,4,5,6,7,10,2,1,2,22,1,21,2,60,1,0,4,1,1,8,8,8,8,5,3,2,1,3,4,5,5,2,2,4,1,3,4,3,4
1145162718,K,1,yes,somewhat accurate,0.710922452758741,True,True,False,4,2,2,3,5,8,1,2,43,6,8,1,46,2,0,4,2,8,8,8,8,3,3,5,5,4,5,3,5,5,4,5,5,4,4,4,5,5
C1439719773,H,3,yes,not at all accurate,1.72762861246299,False,True,False,3,4,5,4,8,1,1,1,15,3,18,2,49,3,3,4,2,2,8,3,8,8,5,2,2,1,1,3,4,5,1,4,4,1,2,1,5,2
C1439719773,K,5,yes,somewhat accurate,1.72762861246299,True,True,False,4,4,5,4,8,1,1,1,15,3,18,2,49,3,3,4,2,2,8,3,8,8,5,2,2,1,1,3,4,5,1,4,4,1,2,1,5,2
C1439720587,C,6,yes,somewhat accurate,0.721222440143689,True,True,True,1,1,4,3,3,1,1,2,34,5,5,2,22,3,2,4,2,1,1,1,2,8,8,3,3,2,3,4,3,4,2,4,4,4,3,3,1,2
C1439720577,H,3,yes,very accurate,1.20650582495683,True,True,False,4,5,3,3,9,4,1,2,10,5,19,1,71,2,0,4,2,8,8,8,8,8,1,4,4,4,4,4,4,4,2,5,4,3,1,4,4,2
C1439720577,I,4,yes,somewhat accurate,1.20650582495683,True,True,False,4,5,3,3,9,4,1,2,10,5,19,1,71,2,0,4,2,8,8,8,8,8,1,4,4,4,4,4,4,4,2,5,4,3,1,4,4,2
C1439720577,K,1,yes,very accurate,1.20650582495683,True,True,False,4,5,3,3,9,4,1,2,10,5,19,1,71,2,0,4,2,8,8,8,8,8,1,4,4,4,4,4,4,4,2,5,4,3,1,4,4,2
1144417686,A,6,yes,very accurate,0.59302385498398,True,True,True,1,3,5,7,7,1,1,2,33,2,14,2,36,1,0,1,0,1,1,1,1,1,1,1,2,1,1,3,1,2,2,2,3,1,1,1,1,1
1144417686,D,4,yes,very accurate,0.59302385498398,True,True,True,1,3,5,7,7,1,1,2,33,2,14,2,36,1,0,1,0,1,1,1,1,1,1,1,2,1,1,3,1,2,2,2,3,1,1,1,1,1
1144417686,E,1,yes,very accurate,0.59302385498398,True,True,True,1,3,5,7,7,1,1,2,33,2,14,2,36,1,0,1,0,1,1,1,1,1,1,1,2,1,1,3,1,2,2,2,3,1,1,1,1,1
1144417686,H,3,yes,very accurate,0.59302385498398,True,True,False,4,3,5,7,7,1,1,2,33,2,14,2,36,1,0,1,0,1,1,1,1,1,1,1,2,1,1,3,1,2,2,2,3,1,1,1,1,1
1144417686,J,5,yes,very accurate,0.59302385498398,True,True,False,4,3,5,7,7,1,1,2,33,2,14,2,36,1,0,1,0,1,1,1,1,1,1,1,2,1,1,3,1,2,2,2,3,1,1,1,1,1
1144417686,K,2,yes,very accurate,0.59302385498398,True,True,False,4,3,5,7,7,1,1,2,33,2,14,2,36,1,0,1,0,1,1,1,1,1,1,1,2,1,1,3,1,2,2,2,3,1,1,1,1,1
C1438568998,B,1,yes,somewhat accurate,0.90345227051585,True,True,True,1,1,6,5,1,4,1,2,24,4,3,2,72,3,2,4,2,1,8,8,8,1,1,4,2,4,1,1,5,5,3,5,2,3,3,1,1,1
C1438568998,D,3,yes,very accurate,0.90345227051585,True,True,True,1,1,6,5,1,4,1,2,24,4,3,2,72,3,2,4,2,1,8,8,8,1,1,4,2,4,1,1,5,5,3,5,2,3,3,1,1,1
C1438568998,E,6,unsure,,0.90345227051585,,False,True,1,1,6,5,1,4,1,2,24,4,3,2,72,3,2,4,2,1,8,8,8,1,1,4,2,4,1,1,5,5,3,5,2,3,3,1,1,1
C1438568998,F,4,yes,very accurate,0.90345227051585,True,True,False,4,1,6,5,1,4,1,2,24,4,3,2,72,3,2,4,2,1,8,8,8,1,1,4,2,4,1,1,5,5,3,5,2,3,3,1,1,1
C1438568998,I,2,yes,very accurate,0.90345227051585,True,True,False,4,1,6,5,1,4,1,2,24,4,3,2,72,3,2,4,2,1,8,8,8,1,1,4,2,4,1,1,5,5,3,5,2,3,3,1,1,1
C1438568998,K,5,yes,very accurate,0.90345227051585,True,True,False,4,1,6,5,1,4,1,2,24,4,3,2,72,3,2,4,2,1,8,8,8,1,1,4,2,4,1,1,5,5,3,5,2,3,3,1,1,1
C1439720458,A,3,yes,not at all accurate,0.830006637822764,False,True,True,2,1,6,6,2,4,1,2,38,9,4,2,58,1,0,4,1,1,8,8,8,8,8,2,2,1,3,5,5,5,2,5,2,2,1,1,3,5
C1439720458,B,2,no,,0.830006637822764,,False,True,1,1,6,6,2,4,1,2,38,9,4,2,58,1,0,4,1,1,8,8,8,8,8,2,2,1,3,5,5,5,2,5,2,2,1,1,3,5
C1439720458,D,6,unsure,,0.830006637822764,,False,True,1,1,6,6,2,4,1,2,38,9,4,2,58,1,0,4,1,1,8,8,8,8,8,2,2,1,3,5,5,5,2,5,2,2,1,1,3,5
C1439720458,G,4,yes,very accurate,0.830006637822764,True,True,False,4,1,6,6,2,4,1,2,38,9,4,2,58,1,0,4,1,1,8,8,8,8,8,2,2,1,3,5,5,5,2,5,2,2,1,1,3,5
C1439720458,H,1,yes,very accurate,0.830006637822764,True,True,False,4,1,6,6,2,4,1,2,38,9,4,2,58,1,0,4,1,1,8,8,8,8,8,2,2,1,3,5,5,5,2,5,2,2,1,1,3,5
C1439720458,I,5,no,,0.830006637822764,,False,False,1,1,6,6,2,4,1,2,38,9,4,2,58,1,0,4,1,1,8,8,8,8,8,2,2,1,3,5,5,5,2,5,2,2,1,1,3,5
1130027138,B,6,no,,1.2553792416756,,False,True,1,5,6,3,10,7,1,2,21,5,21,2,56,2,0,4,2,1,8,8,8,8,8,3,4,4,2,4,4,4,3,4,4,3,3,3,4,1
1130027138,C,1,no,,1.2553792416756,,False,True,1,5,6,3,10,7,1,2,21,5,21,2,56,2,0,4,2,1,8,8,8,8,8,3,4,4,2,4,4,4,3,4,4,3,3,3,4,1
1130027138,K,5,yes,very accurate,1.2553792416756,True,True,False,4,5,6,3,10,7,1,2,21,5,21,2,56,2,0,4,2,1,8,8,8,8,8,3,4,4,2,4,4,4,3,4,4,3,3,3,4,1
C1439720208,A,6,yes,not at all accurate,0.640962672048247,False,True,True,2,3,5,6,7,2,1,2,6,8,11,2,38,3,1,4,1,1,6,3,8,3,3,2,2,1,2,2,4,4,1,3,3,1,2,2,3,3
C1439720208,F,3,yes,not very accurate,0.640962672048247,False,True,False,3,3,5,6,7,2,1,2,6,8,11,2,38,3,1,4,1,1,6,3,8,3,3,2,2,1,2,2,4,4,1,3,3,1,2,2,3,3
C1439720208,I,4,yes,not very accurate,0.640962672048247,False,True,False,3,3,5,6,7,2,1,2,6,8,11,2,38,3,1,4,1,1,6,3,8,3,3,2,2,1,2,2,4,4,1,3,3,1,2,2,3,3
C1439720208,K,1,yes,very accurate,0.640962672048247,True,True,False,4,3,5,6,7,2,1,2,6,8,11,2,38,3,1,4,1,1,6,3,8,3,3,2,2,1,2,2,4,4,1,3,3,1,2,2,3,3
1076592123,K,1,yes,somewhat accurate,1.7564593888015,True,True,False,4,2,6,7,4,4,2,2,36,3,6,2,67,1,0,4,1,1,8,7,8,8,7,3,3,4,2,5,5,5,2,5,5,3,3,1,3,3
1146749068,A,4,yes,somewhat accurate,0.719067396589376,True,True,True,1,2,3,4,5,1,1,2,38,9,7,1,61,3,3,1,0,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1146774156,K,4,yes,very accurate,0.635276804824805,True,True,False,4,2,4,4,5,1,1,2,13,8,8,2,32,1,0,1,0,1,1,2,1,7,3,2,2,2,2,3,2,5,2,5,3,2,3,2,3,2
1147350472,C,2,yes,very accurate,0.708267147544739,True,True,True,1,4,1,7,8,1,1,2,33,2,17,1,33,1,0,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1
1147350472,D,6,yes,very accurate,0.708267147544739,True,True,True,1,4,1,7,8,1,1,2,33,2,17,1,33,1,0,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1
1147350472,E,3,yes,very accurate,0.708267147544739,True,True,True,1,4,1,7,8,1,1,2,33,2,17,1,33,1,0,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1
1147350472,G,5,yes,very accurate,0.708267147544739,True,True,False,4,4,1,7,8,1,1,2,33,2,17,1,33,1,0,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1
1147350472,H,4,yes,very accurate,0.708267147544739,True,True,False,4,4,1,7,8,1,1,2,33,2,17,1,33,1,0,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1
1147350472,I,1,yes,very accurate,0.708267147544739,True,True,False,4,4,1,7,8,1,1,2,33,2,17,1,33,1,0,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1
1044758436,D,1,yes,somewhat accurate,0.692236577301749,True,True,True,1,2,6,7,5,1,1,2,22,1,7,2,67,3,2,4,2,8,8,8,8,8,8,5,4,4,4,4,4,5,4,5,5,4,5,5,4,2
1044758436,F,5,yes,somewhat accurate,0.692236577301749,True,True,False,4,2,6,7,5,1,1,2,22,1,7,2,67,3,2,4,2,8,8,8,8,8,8,5,4,4,4,4,4,5,4,5,5,4,5,5,4,2
1144471428,A,3,yes,very accurate,0.856062529354088,True,True,True,1,3,1,7,7,2,1,2,10,5,13,1,33,2,0,4,2,1,1,1,1,1,1,2,2,3,3,2,2,2,3,3,3,3,3,4,3,4
1144471428,K,1,yes,very accurate,0.856062529354088,True,True,False,4,3,1,7,7,2,1,2,10,5,13,1,33,2,0,4,2,1,1,1,1,1,1,2,2,3,3,2,2,2,3,3,3,3,3,4,3,4
C1439721752,A,4,yes,very accurate,0.650133856715106,True,True,True,1,2,4,3,5,1,1,2,44,7,7,2,30,1,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C1439721752,B,3,yes,very accurate,0.650133856715106,True,True,True,1,2,4,3,5,1,1,2,44,7,7,2,30,1,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C1439721752,C,1,yes,very accurate,0.650133856715106,True,True,True,1,2,4,3,5,1,1,2,44,7,7,2,30,1,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C1439721752,H,5,yes,very accurate,0.650133856715106,True,True,False,4,2,4,3,5,1,1,2,44,7,7,2,30,1,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C1439721752,I,2,yes,very accurate,0.650133856715106,True,True,False,4,2,4,3,5,1,1,2,44,7,7,2,30,1,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C1439721752,K,6,yes,very accurate,0.650133856715106,True,True,False,4,2,4,3,5,1,1,2,44,7,7,2,30,1,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
C1439719164,A,4,yes,very accurate,2.00941074849727,True,True,True,1,1,1,3,1,3,2,2,5,9,1,1,20,1,0,4,1,2,1,5,6,4,5,3,2,3,2,3,1,1,4,2,1,2,1,4,3,2
C1439719164,D,6,yes,somewhat accurate,2.00941074849727,True,True,True,1,1,1,3,1,3,2,2,5,9,1,1,20,1,0,4,1,2,1,5,6,4,5,3,2,3,2,3,1,1,4,2,1,2,1,4,3,2
C1439719164,G,3,yes,somewhat accurate,2.00941074849727,True,True,False,4,1,1,3,1,3,2,2,5,9,1,1,20,1,0,4,1,2,1,5,6,4,5,3,2,3,2,3,1,1,4,2,1,2,1,4,3,2
C1439719085,D,5,yes,very accurate,0.814401877001315,True,True,True,1,2,6,4,4,4,1,2,36,3,6,2,79,2,0,1,0,1,8,7,8,8,3,5,4,5,1,4,5,5,1,5,3,5,4,4,5,1
C1439719085,K,2,yes,very accurate,0.814401877001315,True,True,False,4,2,6,4,4,4,1,2,36,3,6,2,79,2,0,1,0,1,8,7,8,8,3,5,4,5,1,4,5,5,1,5,3,5,4,4,5,1
C1439722186,K,3,yes,somewhat accurate,0.765693397654372,True,True,False,4,2,6,6,6,4,1,2,21,5,10,2,83,3,1,4,1,1,8,8,8,8,8,4,3,3,3,4,4,4,3,5,4,3,4,5,4,2
1141929412,K,3,yes,very accurate,0.762636662671286,True,True,False,4,3,6,6,7,3,1,2,41,5,12,2,69,2,0,4,2,1,8,8,8,8,4,5,4,4,2,5,4,4,2,5,5,4,1,4,4,2
C1439718468,G,3,yes,very accurate,2.10254057193233,True,True,False,4,2,1,6,6,1,1,1,30,1,9,1,27,3,1,4,1,1,3,3,1,1,1,4,3,1,3,2,3,4,1,4,3,1,2,3,4,2
C1439718468,H,4,yes,not very accurate,2.10254057193233,False,True,False,3,2,1,6,6,1,1,1,30,1,9,1,27,3,1,4,1,1,3,3,1,1,1,4,3,1,3,2,3,4,1,4,3,1,2,3,4,2
1144829380,G,1,yes,somewhat accurate,1.41725303329869,True,True,False,4,1,4,4,2,2,3,2,44,7,4,2,27,1,0,1,0,2,2,8,2,8,2,2,4,4,1,5,2,4,1,5,3,5,2,1,5,4
C1439720378,A,3,yes,not at all accurate,1.70623111621004,False,True,True,2,1,3,1,1,2,3,2,15,3,2,1,102,3,2,4,2,1,8,8,8,4,1,4,3,3,1,2,4,4,5,5,4,3,1,1,1,1
C1439720378,B,5,yes,very accurate,1.70623111621004,True,True,True,1,1,3,1,1,2,3,2,15,3,2,1,102,3,2,4,2,1,8,8,8,4,1,4,3,3,1,2,4,4,5,5,4,3,1,1,1,1
C1439720378,H,2,yes,very accurate,1.70623111621004,True,True,False,4,1,3,1,1,2,3,2,15,3,2,1,102,3,2,4,2,1,8,8,8,4,1,4,3,3,1,2,4,4,5,5,4,3,1,1,1,1
1146530448,K,1,yes,somewhat accurate,0.635276804824805,True,True,False,4,2,4,7,5,1,1,2,5,9,8,2,24,3,3,4,1,1,1,3,3,3,1,3,2,2,3,2,4,5,1,5,1,2,1,3,5,3
1147036990,H,2,yes,not very accurate,0.732946304425445,False,True,False,3,3,3,4,7,8,1,2,44,7,15,1,60,3,3,4,3,4,8,8,8,8,2,4,4,2,4,4,4,4,4,4,2,4,3,2,2,3
1146938170,B,2,yes,very accurate,0.753128133858077,True,True,True,1,3,2,6,7,3,1,2,26,4,12,1,38,4,3,1,0,8,8,8,8,8,5,5,5,4,4,4,4,5,4,5,2,3,4,4,5,4
1146938170,C,5,yes,very accurate,0.753128133858077,True,True,True,1,3,2,6,7,3,1,2,26,4,12,1,38,4,3,1,0,8,8,8,8,8,5,5,5,4,4,4,4,5,4,5,2,3,4,4,5,4
1147334250,F,1,yes,somewhat accurate,0.6520319425082,True,True,False,4,1,4,2,1,5,1,2,39,2,1,2,33,1,0,4,1,1,8,4,7,2,1,3,2,1,1,2,4,5,1,5,3,4,1,1,5,2
1147334250,I,2,yes,not at all accurate,0.6520319425082,False,True,False,3,1,4,2,1,5,1,2,39,2,1,2,33,1,0,4,1,1,8,4,7,2,1,3,2,1,1,2,4,5,1,5,3,4,1,1,5,2
1147334250,J,6,yes,very accurate,0.6520319425082,True,True,False,4,1,4,2,1,5,1,2,39,2,1,2,33,1,0,4,1,1,8,4,7,2,1,3,2,1,1,2,4,5,1,5,3,4,1,1,5,2
C1439721630,A,6,yes,not at all accurate,0.59302385498398,False,True,True,2,3,5,6,7,3,1,2,33,2,15,2,37,1,0,4,1,2,2,8,8,2,3,2,2,1,2,2,4,2,2,2,3,2,2,3,4,4
C1439721630,I,1,yes,not at all accurate,0.59302385498398,False,True,False,3,3,5,6,7,3,1,2,33,2,15,2,37,1,0,4,1,2,2,8,8,2,3,2,2,1,2,2,4,2,2,2,3,2,2,3,4,4
C1439721630,J,5,yes,somewhat accurate,0.59302385498398,True,True,False,4,3,5,6,7,3,1,2,33,2,15,2,37,1,0,4,1,2,2,8,8,2,3,2,2,1,2,2,4,2,2,2,3,2,2,3,4,4
C1439721630,K,3,yes,not very accurate,0.59302385498398,False,True,False,3,3,5,6,7,3,1,2,33,2,15,2,37,1,0,4,1,2,2,8,8,2,3,2,2,1,2,2,4,2,2,2,3,2,2,3,4,4
C1439722012,F,2,yes,very accurate,1.95151217028091,True,True,False,4,1,4,2,3,7,1,1,44,7,5,2,29,1,0,4,1,1,2,4,1,1,1,5,5,1,1,1,1,5,1,5,2,5,1,1,5,1
1001432539,F,5,yes,not very accurate,0.732946304425445,False,True,False,3,3,3,6,7,1,1,2,44,7,15,1,69,3,3,4,1,1,8,8,8,5,5,4,2,3,2,4,4,5,3,5,3,3,2,1,5,4
C1439722631,C,3,yes,somewhat accurate,0.655952697822906,True,True,True,1,3,5,4,7,1,1,2,21,5,14,2,40,2,0,4,2,1,5,5,8,3,5,4,5,3,1,3,4,5,1,5,5,4,2,2,5,2
C1439722631,K,5,yes,somewhat accurate,0.655952697822906,True,True,False,4,3,5,4,7,1,1,2,21,5,14,2,40,2,0,4,2,1,5,5,8,3,5,4,5,3,1,3,4,5,1,5,5,4,2,2,5,2
1145263877,F,2,yes,very accurate,2.18721949970292,True,True,False,4,1,1,4,2,3,2,2,28,4,4,1,34,3,3,4,4,1,8,5,8,7,1,4,4,4,2,3,3,5,3,4,4,4,3,3,5,3
C1439722581,K,5,yes,very accurate,1.07976634310186,True,True,False,4,5,5,6,9,1,1,2,11,5,19,2,47,2,0,4,2,1,1,1,5,4,1,2,3,4,2,4,4,5,1,5,4,4,3,3,3,1
C1438685780,K,2,yes,very accurate,0.849417785205719,True,True,False,4,1,6,6,2,8,1,2,37,7,4,2,68,2,0,4,2,1,8,3,8,8,3,4,4,4,2,4,4,4,4,5,4,4,4,4,1,1
